ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Initial_Track_1_Plus,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A2909,"Aledade Florida Central ACO, LLC",FL,Initial,1,01/01/2016 12:00:00 AM,0,0,0,1,01/01/2016 12:00:00 AM,0,0,0,1,0,0,0,6543,0.045892689,0.034912913,3429136,3429136,,1620489,0,1,0.9644,0,,0,,11622,10487,74720758,71291621,,,0.5,0.4822,1,Low Revenue,91083,9741,23520,9321,82294,10229,18552,9376,77706,10698,17834,9706,82315,11332,17337,10605,11089,1.078,1.127,1.186,1.046,1.125,1.129,1.198,1.052,1.081,1.148,1.081,1.115,1.168,1.155,1.187,1.243,27,389,113,5168,6429,32,322,91,5985,355,2861,2541,786,3909,2634,6099,250,36,39,3,116,2754,2477,64,196,33,288,641,0,1624,4995,91,621,311,290,273,2,9,5,16,7,867,538,212,798,308,14222,6701,5932,1471,117,51,27,11553,0,0,0,0,0,0,16,0,4,1,0,86.99,93.49,91.69,84.93,68.93,64.96,76.03,31.34,14.75,18.35,26.83,62.29,47.44,75,1.66,100,96.36,96.91,89.3,90.12,80.86,96.15,89.83,91.33,90.6,79.89,4.76,70.31,8.75,74.06,84.19,93.18
A2915,"TPN Health Partners, LLC",NE,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,6493,-0.089374672,0.035013013,-6008961,-6008961,,0,0,1,0.8756,0,,0,,10606,9344,67233376,73242337,,,0.5,0.4378,0,High Revenue,54539,8718,14761,7819,69794,9237,14127,8083,84117,9840,12703,8994,95579,11780,21201,10378,11554,0.964,0.959,1.033,0.968,1.034,0.987,1.013,0.966,1.043,1,0.958,0.974,1.002,1.072,1.18,1.065,38,660,317,6871,6339,59,312,184,5784,510,3182,1864,937,3467,3026,6212,43,50,21,9,158,3273,3061,112,127,10,254,697,0,3233,3654,79,380,259,306,294,3,7,3,17,5,822,576,186,639,177,8667,3151,3520,1822,174,64,23,10200,0,0,1,0,4,3,63,243,81,58,0,90.29,95.6,94.44,85.58,56.75,63.92,74.45,28.34,14.87,19.3,34.75,70.15,51.23,55.56,1.59,100,82.48,87.5,67.09,79.84,61.94,88.24,64.78,72.18,70.97,82.13,5.71,52.82,15.32,58.06,75.4,91.94
A2916,Kansas 2016 ACO,KS,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,1,0,19383,0.061614126,0.025246449,11933650,11933650,,5640999,0,1,0.9647,0,,0,,10260,9387,193683665,181750015,2093344,2093344,0.5,0.4823,0,Low Revenue,64791,8927,15098,7764,77768,9609,15407,8092,79984,9778,15603,8444,72641,9775,16873,8670,9628,0.942,0.949,0.985,0.889,0.934,0.961,0.95,0.892,0.99,0.971,0.957,0.873,0.993,0.959,1.032,0.952,84,2709,870,11812,18878,108,2786,985,14999,3502,9297,4642,1942,11034,8349,18232,429,77,149,82,414,2870,2570,62,140,112,179,927,0,2505,2710,120,262,312,284,260,2,8,14,9,7,825,694,109,582,184,8983,3274,2647,1305,1756,63,24,13993,0,21,6,0,0,0,133,14,109,38,2,90.24,93.57,92.74,83.38,56.95,67.76,73.91,32.4,14.87,18.5,36.16,65.37,54.76,74.55,2.39,100,92.86,87.18,80.21,86.67,76.95,85.45,88.01,80,79.3,81.7,14.06,64.57,9.93,71.19,72.2,93.59
A2918,"Aledade Louisiana ACO, LLC",LA,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,16148,0.042079173,0.026540708,7008414,7008414,,3327294,0,1,0.9689,0,,0,,10580,9764,166553026,159544613,,,0.5,0.4844,0,Low Revenue,80984,9388,16091,8383,73452,9486,16942,8272,79539,9153,16982,8592,75334,10055,17671,9077,10135,1.02,0.961,0.995,0.984,0.955,0.943,1,0.971,1.013,0.94,0.996,0.963,0.989,1.012,0.992,1.036,64,1938,1326,11184,15742,65,1729,1239,12708,2209,7493,4653,1793,8988,7160,14068,1786,23,9,8,254,3169,2373,350,300,173,236,577,1,2090,3111,102,665,301,308,256,15,19,17,15,7,766,683,179,637,211,10683,5413,4032,1169,69,39,36,13372,0,0,3,0,1,1,51,10,26,3,0,92.41,96.88,95.91,85.22,60.06,66.25,72.3,40.15,14.92,18.49,31.42,67,51.4,75,2.26,98.91,93.69,86.23,84.12,76.55,82.15,77.78,84.85,75.24,77.56,87.23,16.67,58.14,9.3,62.13,73.75,93.44
A2920,"Aledade West Virginia ACO, LLC","WV, KY",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,1,0,8020,0.033990192,0.03197998,2624758,2624758,,1187169,0,1,0.9231,0,,0,,9898,8898,77221048,74596289,0,0,0.5,0.4615,0,Low Revenue,81327,8001,14643,7686,85930,8540,15121,7466,85081,8469,13394,7674,76165,9137,13952,8712,9562,1.021,0.941,1.004,1.034,0.974,0.981,1.029,1.054,1.014,1.036,1.023,1.053,0.999,1.015,1.06,1.119,74,1921,655,7771,7802,53,1203,480,6066,1499,3604,2116,801,4431,3589,7627,258,23,2,1,109,3097,2699,85,296,39,173,358,0,2462,2712,185,566,340,339,317,2,17,3,18,15,812,690,239,701,173,10235,4728,3559,1619,329,34,25,9907,0,1,2,0,0,0,49,15,36,18,0,91.25,96.28,94.78,79.34,61.82,67.18,67.6,30.43,15.25,19.33,37.3,73.27,56.82,63.16,1.83,100,96.6,86.5,73.06,84.29,89.94,85.37,83.27,80.38,74.2,81.18,8.77,65.26,10.39,69.81,73.95,93.6
A2949,"Heartland Physicians ACO, Inc.","IA, IL, WI",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,1,0,6018,0.044304346,0.035963964,2614800,2614800,,1217044,0,1,0.9499,0,,0,,10080,9030,59019030,56404230,874519,874519,0.5,0.4749,0,High Revenue,85759,9531,12309,7656,77764,9569,13713,7691,69714,10898,13942,7974,85158,11095,14685,8435,9633,1.028,0.976,0.977,0.889,1.02,0.95,0.985,0.883,1.025,0.974,1.031,0.924,0.981,1.069,1.076,0.969,40,922,495,7126,5855,27,812,448,4568,1012,2712,1556,738,3270,2748,5842,48,18,11,5,94,2686,2490,43,117,40,257,810,0,2750,2595,137,373,271,290,279,1,7,2,12,8,836,753,155,579,160,8996,3261,3276,1196,1264,68,22,10396,1,0,2,0,0,6,116,217,59,23,0,87.45,92.85,92.83,83.41,59.82,62.16,76.02,28.37,15.23,18.17,38.32,76.18,56.59,76.92,2.21,99.33,93.02,84.29,74.63,85.13,76.2,80,61.44,76.73,81.6,81.59,6.9,58.37,13.02,66.05,76.49,91.55
A2952,"Alliance ACO, LLC",TX,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,1,0,8138,0.109418972,0.031861862,9387144,9387144,,3945223,0,1,0.8577,0,,0,,10741,10695,85790824,76403681,0,0,0.5,0.4289,0,Low Revenue,80269,11309,20345,8356,78257,11540,20244,8294,91785,12118,22920,9071,79580,10365,14333,8791,9566,0.945,1.017,1.049,0.856,1.044,1.027,1.088,0.872,0.985,0.982,1.059,0.902,0.959,0.967,0.862,0.883,53,704,446,5862,7987,51,577,298,7060,873,4431,2090,744,4315,3823,7271,274,82,218,13,280,2849,2141,162,527,28,152,418,32,1644,3748,96,604,257,249,212,5,27,4,9,5,782,566,131,629,222,10474,4558,4535,979,401,32,27,12360,0,0,2,0,0,0,41,1,12,20,1,86.68,92.26,91,85.77,57.43,60.35,74.4,28.28,14.51,18.57,32.66,59.09,49.73,90,1.55,98.08,81.42,82.43,68.49,83.42,76.03,53.66,71.35,70.22,72.28,82.53,6.98,29.26,20.74,36.08,75.4,87.09
A2971,"Accountable Care Organization of Floyd Medical Center, LLC","GA, AL",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,7491,0.025858543,0.033017017,1997419,0,,0,0,1,0.9492,0,,0,,10580,10030,77244054,75246636,,,0.5,0.4746,0,High Revenue,77604,9285,13813,8253,80615,8983,14248,8701,83713,9546,15170,8843,66960,9489,14219,9812,10306,1.013,0.95,0.952,0.991,1.012,0.952,0.971,1.017,1.01,0.964,0.994,1.028,0.922,0.919,0.986,1.023,50,1850,681,5615,7301,31,1524,524,5222,1788,3110,1917,676,4179,3312,6771,595,16,27,3,79,3318,2860,73,308,95,214,676,2,1849,3042,117,983,354,382,346,2,17,16,26,15,810,978,271,701,223,9967,4093,3825,2016,32,46,25,13489,0,0,0,0,1,3,68,18,45,10,0,90.19,94.49,93.25,88.97,58.28,62.5,74.29,33.41,14.76,17.74,44.04,80.12,64.01,65.79,2.34,100,96.1,85.48,68.02,79.54,74.09,89.29,71.13,65.48,77.02,82.58,1.64,39.36,13.07,42.71,65.38,87.61
A2972,Delaware Care Collaboration DCC LLC,"DE, MD, PA",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,7793,0.108464173,0.032412412,10093801,10093801,,4878728,0,1,0.9864,0,,0,,12300,12817,93061149,82967349,,,0.5,0.4932,0,High Revenue,102646,12419,18842,10878,102571,12941,15675,11146,114142,12482,17655,11191,89137,11335,15811,10283,10966,1.068,1.106,1.107,1,1.106,1.137,1.141,1.02,1.165,1.113,1.057,1.034,1.083,1.03,0.982,0.975,51,1158,731,5596,7566,12,959,580,6015,1218,3706,1960,909,4612,3181,6005,1395,81,60,3,249,3311,2942,56,192,155,445,833,0,2070,3684,93,573,225,288,269,1,9,10,15,10,805,698,221,679,238,10587,4521,5011,1048,6,63,25,12208,0,0,0,0,1,1,39,23,16,14,0,87.09,93.85,91.96,80.48,65,62.61,74.1,24.69,14.51,17.07,32.62,72.33,54.4,70,2.48,92.47,99.41,94.63,94.07,84.18,92.2,96.88,80.45,79.68,86.35,94.8,7.79,72.2,14.29,82.24,78.76,94.3
A2973,"Genesis Healthcare ACO, LLC","PA, NJ, MD, WV, CT, AL, NH, KY, FL, DE",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,6425,0.038088195,0.035149149,5488051,5488051,,2333632,0,1,0.8678,0,,0,,25604,27847,144087985,138599933,,,0.5,0.4339,0,Low Revenue,111271,31903,21361,35967,110806,33504,20296,33380,113360,31624,22140,37547,112600,27939,21042,27858,24629,1.319,2.486,1.359,2.099,1.289,2.849,1.377,2.107,1.325,2.625,1.365,2.107,1.314,2.559,1.209,2.095,135,475,3201,670,5628,135,673,4351,469,812,1301,1745,2567,4375,2050,5285,986,47,50,8,49,6403,5875,323,49,251,4051,3878,0,5014,4984,863,183,543,564,535,8,2,19,14,8,909,993,487,632,60,26233,9084,3355,13681,113,374,31,10958,0,0,0,0,0,0,422,71,593,96,0,82.05,75.6,78.69,84.99,57.73,60.69,53.58,21.25,14.1,17.39,31.28,56.5,42.33,50,1.05,100,100,100,99.04,82.26,100,71.43,100,N/A,N/A,68.98,15.38,40.73,19.35,47.58,N/A,90.73
A2975,"Baptist Health Care Partners, LLC","KY, IN, IL",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,47172,0.024020361,0.022282709,10624082,10624082,,4925175,0,1,0.9461,0,,0,,9618,8854,442294847,431670765,,,0.5,0.473,0,High Revenue,70206,8130,14215,7536,71563,8483,13219,7590,73748,8754,14538,8268,72767,9382,14636,8763,9387,1.034,0.943,0.969,1.004,1.002,0.955,0.987,0.99,1.023,0.943,0.955,0.988,1.016,0.947,0.967,0.986,239,7155,2430,35411,45988,185,5761,2256,37786,7369,22389,12676,4738,26824,20348,44025,1908,145,70,14,1010,2725,2437,74,183,45,153,570,0,2515,2834,119,375,310,278,260,2,10,6,14,9,810,686,180,730,222,9841,3283,4283,1883,392,54,23,9752,0,34,7,0,8,14,384,638,493,141,6,87.17,95.33,93.54,81.16,57.37,67.02,75.14,31.23,14.41,18.79,35.12,72.34,54.69,53.98,1.96,99.76,42.57,75.57,80.33,76.03,83.84,93.48,63.38,68.28,74.81,82.08,18.18,54.4,15.31,59.93,70.98,93.89
A3004,"Life Health Services, LLC",CT,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,10336,-0.001413398,0.02979836,-179310,0,,0,0,1,0.8937,0,,0,,12553,11466,126864428,127043738,,,0.5,0.4468,0,High Revenue,98545,10031,14998,9960,93387,11245,15210,10001,89621,11530,15104,10513,95315,11969,16869,11253,12570,1.073,1.015,0.993,1.037,1.019,0.987,0.964,1.038,1.037,1.015,0.928,1.031,1.012,0.967,0.931,1.044,50,1412,1312,8541,10107,53,1239,1416,7399,1501,4005,3057,1773,6246,4090,9592,254,78,59,9,344,3839,3500,155,48,180,311,1142,0,2600,3782,241,925,246,336,314,4,2,16,17,12,845,890,261,764,214,11139,3937,5206,1988,7,96,21,11212,0,0,0,0,2,4,166,171,98,99,1,86.4,94.21,93.13,77.97,59.85,62.01,74.86,24.37,15.17,18.07,38.34,81.92,61.32,72.41,1.92,100,90.86,82.25,68.32,79.07,78.75,70.97,58.63,67.06,70.34,79.59,3.13,44.83,13.41,48.28,70.75,90.35
A3009,"MILESTONE HEALTH, INC.",FL,Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,4417,-0.01009486,0.042202601,-518808,0,,0,0,1,0.7048,0,,0,,11935,11256,51393316,51912124,,,0.5,0.3524,0,Low Revenue,70509,10472,16372,9333,82699,10844,16310,9492,87817,10700,18693,9545,77961,11854,19939,10620,12055,1.057,1.053,1.096,1.024,1.034,1.033,1.094,1.045,1.027,1.072,1.042,1.034,0.984,1.043,1.076,1.035,58,721,326,3794,4306,48,517,249,3493,680,1989,1326,422,2468,1949,3787,400,26,98,3,103,3960,3550,101,269,63,168,729,0,2176,4140,195,785,306,385,360,3,14,9,23,16,800,900,291,748,280,10855,4977,5158,690,31,65,25,10360,0,0,0,0,0,0,17,7,8,0,0,88.79,92.95,91.12,80.26,58.55,58.32,72.99,28.26,15.19,19.84,42.1,93.52,68.89,50,2.1,94.74,82.28,66.19,45.95,38.43,51.62,54.84,28.09,55.51,53.33,77.95,0,10.7,31.37,14.02,62.4,71.35
A3012,"Consolidated Medical Practices of Memphis, PLLC","TN, MS",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,10941,-0.13163926,0.029435287,-13086431,-13086431,,0,0,1,0.7677,0,,0,,9350,8816,99411307,112497738,,,0.5,0.3838,0,Low Revenue,66022,9177,12179,6561,70094,8303,12202,7704,73984,9190,11950,7863,86865,12720,17533,9425,10581,0.945,1.11,1.036,0.884,0.953,1.09,1.011,0.946,1.007,1.058,1.06,0.961,0.964,1.094,1.048,0.928,97,631,268,7926,10632,108,487,288,9749,850,5231,3262,1598,6843,4098,8936,1732,42,13,7,211,3274,2624,74,408,195,341,726,0,1821,3681,196,573,241,352,314,2,22,14,20,6,768,645,266,698,214,9542,3964,4663,903,11,61,26,10808,0,0,0,0,0,0,27,18,38,4,0,90.32,95.35,94.81,82.19,61.93,60.68,71.63,35.23,16.49,20.03,43.7,98.35,75.86,50,2.83,100,76.5,58.5,50,69.79,67.37,92.65,62.55,59.59,52.61,65.41,0,14.9,17.12,17.12,61.21,61.77
A3016,"ProMedica Health Network, Inc.","OH, MI",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,31868,0.006907166,0.02381316,2252604,0,,0,0,1,0.9504,0,,0,,10544,9675,326125693,323873088,,,0.5,0.4752,0,High Revenue,74682,9352,15554,8156,80240,9714,16396,8364,70430,9450,15957,8602,78627,9633,17311,9539,10472,1.044,1.019,1.094,0.991,1.037,1,1.113,1,0.992,0.985,1.068,1.001,1.041,0.994,1.082,1.018,260,5613,1473,23878,30929,264,4617,1308,24740,5932,14450,7914,3572,17516,14352,28792,1691,87,169,20,1109,3231,2923,71,187,78,216,801,0,2820,2750,111,456,273,320,297,2,10,11,19,9,828,804,204,693,196,9385,3528,4043,1694,120,71,25,10491,3,0,1,0,7,18,398,729,360,182,6,89.74,95.41,93.36,80.93,59.31,71.71,74.07,25.74,14.92,18.33,38.7,71.5,56.96,58.59,1.88,99.53,63.41,71.71,63.4,80.08,74.1,42.86,73.56,72.18,82.66,79.5,8.93,42.74,18.95,47.98,78.21,94.96
A3020,"Kentucky Physicians for Accountable Care, LLC","KY, MN, WI",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,4710,-0.026144637,0.040590295,-1304158,0,,0,0,1,0.8435,0,,0,,10870,10400,49882414,51186571,,,0.5,0.4217,0,Low Revenue,87233,9143,14123,9158,72598,8915,13834,9282,80543,9065,13710,9492,74850,10027,15914,10214,11154,1.032,1.014,1.004,1.133,1.018,1.02,1.042,1.117,1.001,0.998,1.072,1.134,1.032,0.91,1.008,1.1,41,1415,491,3387,4589,27,996,480,3086,1130,1803,1184,593,2445,2265,4373,201,12,14,42,68,3712,3404,24,226,82,170,877,0,3121,2636,165,487,314,298,280,1,10,6,15,13,830,837,157,627,145,10969,4666,3836,1710,757,70,24,10605,0,3,0,0,0,0,31,9,39,5,0,89.37,90.41,90.39,82.17,57.06,61.9,71.01,23.45,15.04,18.21,35.26,67.68,54.7,62.5,2.28,98.92,99.19,75.69,71.97,81.55,73.97,95.12,65.99,72.53,69.52,85.6,6.15,30.6,18.75,34.91,79.3,92.64
A3021,"Princeton HealthCare Partners, LLC","NJ, PA",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,8449,-0.026056771,0.031550551,-2163286,0,,0,0,1,0.9591,0,,0,,9997,9065,83022032,85185318,,,0.5,0.4795,0,High Revenue,72969,10774,12792,8076,81338,11590,12986,8537,88422,9844,10761,8644,85235,12055,13484,9727,10257,0.963,0.938,0.853,0.934,1.025,0.957,0.879,0.942,0.976,0.942,0.882,0.925,0.951,0.86,0.857,0.935,28,547,172,7805,8305,35,461,176,7632,673,4078,2546,1152,4954,3495,6982,553,321,79,6,508,2829,2496,40,236,101,152,547,0,2053,4167,65,283,207,244,224,1,11,8,12,9,823,493,180,498,309,11529,4234,6637,657,2,41,23,12644,0,0,0,0,1,4,101,103,45,14,4,86.81,94.38,92.43,81.58,62.06,64.02,72.6,25.82,15.08,17.29,34.64,76.45,58.32,60,1.75,100,74.86,81.02,89.64,88.14,76.55,100,70.36,80.66,82.67,84.91,9.26,57.91,11.45,63.64,74.34,87.23
A3029,CHRISTUS Health Quality Care Alliance,"TX, LA, NM, AR",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,78180,0.025098778,0.02,21624595,21624595,,9678982,0,1,0.9135,0,,0,,11300,10493,861579608,839955013,,,0.5,0.4567,0,High Revenue,70413,10066,17707,8898,71205,10005,17267,8984,71530,10490,18041,9049,74376,11012,17902,9851,11016,0.973,0.976,1.003,0.981,0.991,0.994,1.002,0.976,0.982,0.977,0.99,0.978,0.956,0.969,0.974,0.985,610,9245,4814,53649,76245,645,8622,4621,62356,11409,37003,21832,7936,44956,33224,66525,8761,364,1112,151,1267,3455,2554,243,609,79,261,561,6,2418,3261,149,923,299,327,274,10,34,9,16,7,772,745,194,700,249,9942,3837,4182,1544,379,43,29,11877,3,6,26,0,18,23,702,977,563,244,1,90.77,96.43,94.04,85.88,56.4,65.48,72.34,25.9,14.67,19.68,35.59,72.16,55.73,58.03,2.19,99.44,83.4,82.82,66.21,75.65,81.19,72.46,72.94,67.1,67.43,79.73,16.67,52.34,14.38,57.53,70.07,88.54
A3030,Northwell Health ACO,"NY, CT",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,67249,-0.018952169,0.02,-15817117,0,,0,0,1,0.8179,0,,0,,12699,12408,834580830,850397946,,,0.5,0.4089,0,High Revenue,91881,11526,16129,10933,92270,11905,16796,11352,95167,11881,16792,11265,102442,12194,18564,11800,12940,1.018,0.996,1.077,1.076,1.011,0.978,1.066,1.096,1.024,0.972,1.044,1.063,1.017,0.914,1.039,1.011,414,5503,3812,43778,65718,473,5821,4394,55030,7960,30080,19325,9884,38652,28597,57320,4049,1203,1057,56,3564,3949,3671,15,163,115,125,1105,0,2276,5079,70,511,194,310,296,1,7,7,18,7,831,584,233,695,365,12280,3862,7703,700,14,58,28,17094,0,0,0,0,10,22,1039,3375,775,1238,1,88.42,95.71,93.88,81.74,58.52,64.02,73.03,24.11,15.37,17.66,38.76,85.6,65.72,73.47,1.67,99.68,66.67,83.77,74.34,64.09,78.31,83.33,46.09,61.12,63.12,84.46,4.17,25.7,15.49,29.75,71.68,89.18
A3043,Kentucky Primary Care Alliance,"KY, TN",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,1,0,8811,0.071627142,0.031188188,6709243,6709243,,2855854,0,1,0.8687,0,,0,,10892,9903,93669000,86959757,969056,969056,0.5,0.4343,0,Low Revenue,85205,7571,13519,8946,92187,7894,13568,8959,86479,7760,13746,8551,74396,8250,13941,8910,10112,1.06,0.886,0.96,1.043,1.064,0.868,0.908,1.061,1.056,0.887,0.915,1.055,0.969,0.895,0.91,1.02,68,3871,1863,4758,8600,70,2756,1507,4267,3066,3440,1741,564,4891,3920,8500,228,9,9,4,61,3261,2884,93,222,95,171,770,0,2923,2275,244,414,422,357,332,2,12,12,17,20,790,1003,210,697,177,10634,417,2823,1249,6146,58,27,11735,0,59,13,0,0,0,127,38,183,36,1,88.83,95.59,92.49,81.29,56.57,62.09,67.25,28.31,15.74,20.34,47.6,87.27,69.23,54.39,2.59,100,88.89,90.91,68.97,67.74,90.14,88.15,85.6,66.75,67.93,85.2,12,51.87,20.17,60.81,70.04,90.29
A3046,"Empire State Health Partners, LLC","NY, CA",Initial,1,01/01/2016 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,6726,0.048483711,0.034546547,3459547,3459547,,1538229,0,1,0.9074,0,,0,,10870,10224,71354822,67895275,,,0.5,0.4537,0,Low Revenue,89768,9874,10364,8208,69707,9571,12457,9066,84373,10244,14606,9606,86156,10690,14786,9525,10343,0.982,0.938,0.823,1.005,0.931,0.897,0.951,1.023,0.928,0.93,1.007,1.008,0.98,0.884,1.018,0.992,26,627,317,3691,6564,31,668,421,5443,867,2937,2018,904,3833,2893,5795,406,201,36,6,282,3078,2781,41,150,120,189,694,0,1940,3855,115,427,214,259,246,1,7,6,12,10,832,590,187,563,267,11231,4669,5584,939,39,51,25,12585,1,0,0,0,0,1,105,185,65,32,0,88.58,93.64,92.71,80.96,57.67,65.17,73.78,21.89,15,19.46,33.95,87.16,60.57,66.67,2.05,96.61,94.05,84.41,90.45,87.99,76.78,85.71,75.6,81.68,87.26,93.89,31.25,75,10.82,80.97,79.85,94.86
